,Unnamed: 0,Page,2NE1_zh.wikipedia.org_all-access_spider,2PM_zh.wikipedia.org_all-access_spider,3C_zh.wikipedia.org_all-access_spider,4minute_zh.wikipedia.org_all-access_spider,52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,5566_zh.wikipedia.org_all-access_spider,91Days_zh.wikipedia.org_all-access_spider,A'N'D_zh.wikipedia.org_all-access_spider,AKB48_zh.wikipedia.org_all-access_spider,ASCII_zh.wikipedia.org_all-access_spider,ASTRO_zh.wikipedia.org_all-access_spider,Ahq_e-Sports_Club_zh.wikipedia.org_all-access_spider,All_your_base_are_belong_to_us_zh.wikipedia.org_all-access_spider,AlphaGo_zh.wikipedia.org_all-access_spider,Android_zh.wikipedia.org_all-access_spider,Angelababy_zh.wikipedia.org_all-access_spider,Apink_zh.wikipedia.org_all-access_spider,Apple_II_zh.wikipedia.org_all-access_spider,As_One_zh.wikipedia.org_all-access_spider,B-PROJECT_zh.wikipedia.org_all-access_spider,B1A4_zh.wikipedia.org_all-access_spider,BDSM_zh.wikipedia.org_all-access_spider,BEAST_zh.wikipedia.org_all-access_spider,BIGBANG_zh.wikipedia.org_all-access_spider,BLACK_PINK_zh.wikipedia.org_all-access_spider,BLEACH_zh.wikipedia.org_all-access_spider,BTOB_zh.wikipedia.org_all-access_spider,Beautiful_Mind_zh.wikipedia.org_all-access_spider,Beyond_zh.wikipedia.org_all-access_spider,Big_zh.wikipedia.org_all-access_spider,Block_B_zh.wikipedia.org_all-access_spider,CHAOS;CHILD_zh.wikipedia.org_all-access_spider,CHAOS;HEAD_zh.wikipedia.org_all-access_spider,CLC_zh.wikipedia.org_all-access_spider,CNBLUE_zh.wikipedia.org_all-access_spider,DIA_zh.wikipedia.org_all-access_spider,Daigo_zh.wikipedia.org_all-access_spider,Dear_My_Friends_zh.wikipedia.org_all-access_spider,Doctors_zh.wikipedia.org_all-access_spider,EGOIST_zh.wikipedia.org_all-access_spider,EXID_zh.wikipedia.org_all-access_spider,EXO_zh.wikipedia.org_all-access_spider,Energy_zh.wikipedia.org_all-access_spider,Eric_Nam_zh.wikipedia.org_all-access_spider,FAIRY_TAIL_zh.wikipedia.org_all-access_spider,FIESTAR_zh.wikipedia.org_all-access_spider,FIRST_CLASS_zh.wikipedia.org_all-access_spider,Facebook_zh.wikipedia.org_all-access_spider
135,135,2015-11-13,47.0,11.0,3.0,15.0,,4.0,,6.0,20.0,21.0,3.0,14.0,1.0,,38.0,8.0,14.0,6.0,6.0,,37.0,16.0,11.0,18.0,,3.0,11.0,0.0,10.0,8.0,52.0,16.0,7.0,23.0,11.0,50.0,1.0,,,7.0,98.0,36.0,8.0,4.0,7.0,30.0,3.0,38.0
136,136,2015-11-14,9.0,81.0,1.0,9.0,,3.0,,25.0,31.0,14.0,1.0,25.0,4.0,,25.0,7.0,40.0,9.0,4.0,,16.0,4.0,112.0,11.0,,5.0,66.0,3.0,8.0,4.0,4.0,1.0,4.0,9.0,157.0,1274.0,3.0,,,3.0,23.0,33.0,4.0,0.0,19.0,2.0,3.0,80.0
137,137,2015-11-15,9.0,14.0,1.0,12.0,,22.0,,13.0,16.0,13.0,6.0,7.0,0.0,,34.0,24.0,49.0,6.0,8.0,,7.0,8.0,8.0,13.0,,12.0,25.0,1.0,4.0,10.0,39.0,3.0,4.0,5.0,11.0,3.0,1.0,,,6.0,52.0,15.0,8.0,20.0,11.0,4.0,13.0,23.0
138,138,2015-11-16,12.0,20.0,2.0,5.0,,9.0,,57.0,24.0,25.0,7.0,2.0,0.0,,27.0,18.0,13.0,7.0,8.0,,17.0,12.0,27.0,22.0,,10.0,263.0,1.0,9.0,6.0,6.0,2.0,4.0,2.0,12.0,17.0,3.0,,,12.0,20.0,20.0,2.0,2.0,43.0,4.0,19.0,43.0
139,139,2015-11-17,11.0,6.0,2.0,7.0,,6.0,,5.0,24.0,19.0,3.0,1.0,3.0,,14.0,6.0,71.0,1.0,3.0,,7.0,4.0,3.0,19.0,,4.0,20.0,0.0,8.0,3.0,6.0,1.0,6.0,3.0,20.0,29.0,1.0,,,2.0,188.0,23.0,4.0,4.0,50.0,4.0,45.0,24.0
140,140,2015-11-18,17.0,16.0,3.0,6.0,,13.0,,4.0,22.0,19.0,1.0,2.0,1.0,,22.0,12.0,101.0,4.0,7.0,,7.0,4.0,8.0,12.0,,7.0,15.0,4.0,8.0,8.0,8.0,3.0,4.0,3.0,10.0,16.0,2.0,,,4.0,83.0,23.0,8.0,4.0,19.0,6.0,8.0,30.0
141,141,2015-11-19,15.0,18.0,2.0,12.0,,12.0,,1.0,15.0,23.0,5.0,11.0,0.0,,24.0,34.0,64.0,6.0,8.0,,33.0,8.0,16.0,14.0,,11.0,31.0,3.0,8.0,3.0,28.0,2.0,12.0,7.0,41.0,6.0,20.0,,,10.0,52.0,30.0,5.0,7.0,34.0,12.0,17.0,44.0
142,142,2015-11-20,14.0,9.0,2.0,7.0,,12.0,,110.0,43.0,32.0,7.0,33.0,5.0,,24.0,19.0,40.0,4.0,10.0,,175.0,15.0,13.0,15.0,,12.0,23.0,2.0,9.0,7.0,10.0,4.0,10.0,7.0,13.0,29.0,4.0,,,5.0,22.0,22.0,3.0,0.0,28.0,7.0,6.0,33.0
143,143,2015-11-21,11.0,12.0,5.0,6.0,,8.0,,93.0,34.0,20.0,5.0,7.0,5.0,,47.0,24.0,137.0,8.0,23.0,,16.0,13.0,12.0,17.0,,23.0,16.0,1.0,15.0,7.0,9.0,4.0,8.0,9.0,11.0,8.0,1.0,,,6.0,157.0,27.0,4.0,4.0,34.0,3.0,10.0,30.0
144,144,2015-11-22,97.0,10.0,7.0,33.0,,7.0,,142.0,37.0,9.0,8.0,6.0,6.0,,30.0,14.0,13.0,4.0,10.0,,10.0,2.0,13.0,14.0,,14.0,13.0,3.0,13.0,7.0,14.0,4.0,7.0,2.0,15.0,11.0,8.0,,,7.0,57.0,66.0,9.0,7.0,17.0,6.0,8.0,40.0
145,145,2015-11-23,11.0,8.0,2.0,5.0,,25.0,,114.0,41.0,14.0,3.0,2.0,1.0,,30.0,20.0,74.0,6.0,10.0,,39.0,6.0,9.0,19.0,,12.0,21.0,3.0,12.0,8.0,5.0,2.0,4.0,12.0,17.0,36.0,3.0,,,4.0,47.0,44.0,8.0,3.0,19.0,2.0,3.0,22.0
146,146,2015-11-24,12.0,11.0,3.0,11.0,,7.0,,140.0,50.0,16.0,5.0,23.0,4.0,,26.0,25.0,11.0,7.0,11.0,,8.0,12.0,15.0,19.0,,28.0,40.0,2.0,22.0,5.0,13.0,3.0,6.0,5.0,18.0,10.0,2.0,,,8.0,23.0,32.0,2.0,2.0,15.0,9.0,5.0,44.0
147,147,2015-11-25,11.0,14.0,4.0,6.0,,11.0,,37.0,59.0,21.0,2.0,6.0,6.0,,27.0,9.0,54.0,7.0,10.0,,11.0,15.0,25.0,13.0,,9.0,54.0,0.0,19.0,5.0,7.0,2.0,5.0,8.0,17.0,9.0,1.0,,,2.0,54.0,21.0,2.0,2.0,14.0,6.0,31.0,26.0
148,148,2015-11-26,14.0,47.0,6.0,4.0,,9.0,,6.0,46.0,26.0,5.0,8.0,5.0,,26.0,22.0,41.0,14.0,14.0,,13.0,13.0,11.0,23.0,,16.0,46.0,3.0,14.0,5.0,7.0,2.0,11.0,10.0,10.0,21.0,5.0,,,8.0,40.0,24.0,1.0,4.0,15.0,5.0,10.0,52.0
149,149,2015-11-27,15.0,13.0,1.0,32.0,,5.0,,30.0,72.0,14.0,7.0,1.0,4.0,,14.0,30.0,7.0,6.0,12.0,,14.0,9.0,16.0,18.0,,15.0,56.0,0.0,11.0,5.0,5.0,3.0,6.0,29.0,13.0,3.0,4.0,,,9.0,41.0,20.0,3.0,4.0,11.0,24.0,8.0,50.0
150,150,2015-11-28,12.0,13.0,3.0,9.0,,21.0,,96.0,31.0,19.0,18.0,15.0,14.0,,28.0,10.0,17.0,11.0,8.0,,11.0,6.0,10.0,24.0,,10.0,39.0,4.0,19.0,9.0,15.0,4.0,9.0,5.0,14.0,43.0,6.0,,,11.0,46.0,36.0,7.0,4.0,22.0,6.0,12.0,30.0
151,151,2015-11-29,104.0,6.0,6.0,17.0,,6.0,,18.0,28.0,24.0,5.0,8.0,6.0,,51.0,13.0,151.0,9.0,18.0,,14.0,11.0,6.0,17.0,,12.0,24.0,2.0,11.0,5.0,10.0,6.0,6.0,9.0,6.0,121.0,2.0,,,3.0,110.0,23.0,5.0,7.0,11.0,7.0,5.0,55.0
152,152,2015-11-30,5.0,10.0,3.0,2.0,,12.0,,66.0,17.0,14.0,13.0,5.0,3.0,,35.0,9.0,9.0,8.0,7.0,,10.0,7.0,10.0,17.0,,8.0,56.0,4.0,15.0,5.0,33.0,2.0,3.0,1.0,16.0,42.0,3.0,,,4.0,19.0,17.0,4.0,14.0,12.0,17.0,2.0,48.0
153,153,2015-12-01,22.0,8.0,3.0,10.0,,5.0,,25.0,42.0,15.0,3.0,3.0,6.0,,21.0,11.0,15.0,11.0,20.0,,30.0,12.0,31.0,18.0,,13.0,26.0,0.0,9.0,10.0,4.0,2.0,5.0,10.0,27.0,53.0,3.0,,,9.0,14.0,28.0,4.0,2.0,18.0,5.0,4.0,36.0
154,154,2015-12-02,45.0,8.0,4.0,10.0,,12.0,,3.0,54.0,21.0,2.0,5.0,3.0,,40.0,13.0,66.0,5.0,50.0,,82.0,17.0,9.0,92.0,,15.0,25.0,0.0,13.0,5.0,10.0,3.0,6.0,2.0,33.0,14.0,5.0,,,10.0,114.0,32.0,6.0,2.0,27.0,14.0,7.0,83.0
155,155,2015-12-03,75.0,8.0,2.0,5.0,,9.0,,9.0,59.0,17.0,59.0,9.0,0.0,,58.0,7.0,16.0,6.0,7.0,,13.0,14.0,11.0,36.0,,3.0,24.0,3.0,7.0,3.0,12.0,2.0,9.0,7.0,13.0,7.0,1.0,,,4.0,65.0,25.0,8.0,2.0,10.0,4.0,3.0,51.0
156,156,2015-12-04,29.0,18.0,2.0,7.0,,7.0,,153.0,13.0,27.0,4.0,14.0,4.0,,51.0,22.0,79.0,10.0,8.0,,23.0,13.0,27.0,30.0,,8.0,7.0,3.0,17.0,9.0,11.0,4.0,6.0,6.0,9.0,36.0,6.0,,,5.0,66.0,26.0,5.0,22.0,17.0,3.0,8.0,60.0
157,157,2015-12-05,34.0,31.0,4.0,11.0,,11.0,,246.0,23.0,11.0,4.0,27.0,4.0,,43.0,22.0,13.0,7.0,7.0,,12.0,14.0,10.0,35.0,,65.0,24.0,0.0,30.0,6.0,10.0,4.0,12.0,10.0,26.0,17.0,3.0,,,6.0,50.0,26.0,14.0,14.0,26.0,4.0,12.0,63.0
158,158,2015-12-06,20.0,16.0,3.0,8.0,,73.0,,100.0,31.0,21.0,3.0,10.0,8.0,,47.0,23.0,13.0,10.0,114.0,,10.0,13.0,16.0,20.0,,12.0,9.0,2.0,24.0,9.0,12.0,2.0,8.0,5.0,17.0,7.0,3.0,,,7.0,165.0,29.0,5.0,54.0,10.0,3.0,6.0,58.0
159,159,2015-12-07,12.0,15.0,1.0,10.0,,14.0,,38.0,44.0,16.0,4.0,8.0,1.0,,48.0,23.0,9.0,16.0,6.0,,12.0,6.0,11.0,26.0,,16.0,23.0,1.0,20.0,4.0,23.0,2.0,3.0,5.0,17.0,8.0,3.0,,,4.0,44.0,10.0,10.0,54.0,34.0,7.0,7.0,36.0
160,160,2015-12-08,25.0,10.0,5.0,6.0,,4.0,,40.0,40.0,27.0,4.0,101.0,1.0,,75.0,18.0,8.0,6.0,19.0,,8.0,10.0,7.0,15.0,,9.0,7.0,1.0,30.0,6.0,3.0,2.0,7.0,19.0,13.0,46.0,2.0,,,4.0,107.0,18.0,5.0,49.0,24.0,4.0,3.0,103.0
161,161,2015-12-09,9.0,13.0,5.0,17.0,,12.0,,24.0,32.0,23.0,2.0,5.0,9.0,,110.0,10.0,11.0,4.0,6.0,,9.0,9.0,12.0,18.0,,6.0,81.0,1.0,17.0,1.0,10.0,3.0,7.0,5.0,14.0,19.0,6.0,,,2.0,79.0,30.0,4.0,3.0,18.0,6.0,6.0,57.0
162,162,2015-12-10,62.0,9.0,4.0,11.0,,11.0,,6.0,27.0,28.0,5.0,5.0,3.0,,23.0,19.0,7.0,6.0,53.0,,43.0,9.0,14.0,20.0,,12.0,16.0,1.0,25.0,13.0,5.0,5.0,6.0,4.0,10.0,65.0,2.0,,,11.0,69.0,30.0,6.0,8.0,21.0,12.0,4.0,78.0
163,163,2015-12-11,20.0,32.0,2.0,20.0,,5.0,,7.0,28.0,23.0,6.0,4.0,1.0,,37.0,13.0,16.0,19.0,27.0,,16.0,10.0,9.0,15.0,,7.0,9.0,4.0,16.0,6.0,25.0,7.0,10.0,4.0,8.0,10.0,5.0,,,3.0,55.0,119.0,8.0,5.0,32.0,8.0,6.0,34.0
164,164,2015-12-12,19.0,161.0,4.0,11.0,,20.0,,21.0,31.0,21.0,8.0,7.0,2.0,,33.0,12.0,39.0,5.0,63.0,,9.0,20.0,22.0,24.0,,11.0,13.0,4.0,23.0,5.0,16.0,8.0,8.0,2.0,10.0,3.0,7.0,,,6.0,235.0,42.0,7.0,6.0,37.0,6.0,3.0,43.0
165,165,2015-12-13,8.0,6.0,5.0,15.0,,7.0,,88.0,39.0,18.0,5.0,10.0,5.0,,27.0,14.0,11.0,13.0,349.0,,10.0,12.0,11.0,22.0,,11.0,8.0,2.0,38.0,7.0,3.0,5.0,8.0,10.0,16.0,10.0,6.0,,,6.0,115.0,31.0,8.0,5.0,14.0,6.0,2.0,33.0
166,166,2015-12-14,23.0,20.0,4.0,18.0,,6.0,,57.0,15.0,35.0,6.0,5.0,2.0,,37.0,12.0,12.0,3.0,75.0,,30.0,7.0,13.0,18.0,,9.0,10.0,2.0,17.0,8.0,14.0,5.0,11.0,2.0,10.0,14.0,5.0,,,5.0,29.0,21.0,2.0,5.0,19.0,23.0,7.0,48.0
167,167,2015-12-15,13.0,8.0,2.0,10.0,,9.0,,21.0,56.0,29.0,6.0,5.0,3.0,,44.0,16.0,230.0,11.0,40.0,,34.0,10.0,12.0,16.0,,10.0,17.0,2.0,16.0,3.0,7.0,2.0,7.0,5.0,7.0,29.0,3.0,,,11.0,17.0,35.0,20.0,1.0,20.0,3.0,5.0,34.0
168,168,2015-12-16,16.0,11.0,1.0,15.0,,17.0,,16.0,131.0,17.0,4.0,8.0,6.0,,33.0,13.0,10.0,8.0,12.0,,22.0,7.0,19.0,23.0,,13.0,17.0,4.0,23.0,5.0,4.0,1.0,8.0,6.0,20.0,4.0,5.0,,,9.0,25.0,22.0,7.0,8.0,19.0,5.0,5.0,99.0
169,169,2015-12-17,34.0,13.0,6.0,12.0,,14.0,,34.0,27.0,25.0,2.0,8.0,4.0,,43.0,47.0,12.0,6.0,30.0,,10.0,11.0,23.0,38.0,,10.0,57.0,5.0,14.0,6.0,36.0,5.0,10.0,4.0,8.0,65.0,2.0,,,6.0,24.0,16.0,6.0,4.0,21.0,6.0,3.0,56.0
170,170,2015-12-18,36.0,8.0,1.0,12.0,,17.0,,18.0,40.0,28.0,5.0,5.0,0.0,,37.0,16.0,26.0,11.0,10.0,,16.0,8.0,10.0,19.0,,18.0,18.0,3.0,19.0,2.0,23.0,5.0,12.0,2.0,17.0,78.0,6.0,,,7.0,37.0,29.0,10.0,4.0,27.0,13.0,8.0,39.0
171,171,2015-12-19,11.0,19.0,1.0,12.0,,10.0,,27.0,27.0,20.0,6.0,6.0,5.0,,34.0,16.0,12.0,10.0,71.0,,8.0,20.0,11.0,39.0,,12.0,13.0,1.0,16.0,6.0,7.0,5.0,11.0,8.0,10.0,26.0,10.0,,,14.0,47.0,32.0,2.0,4.0,36.0,18.0,5.0,46.0
172,172,2015-12-20,18.0,7.0,3.0,8.0,,16.0,,13.0,32.0,15.0,12.0,7.0,4.0,,72.0,37.0,18.0,10.0,109.0,,7.0,16.0,19.0,55.0,,8.0,10.0,0.0,20.0,5.0,39.0,3.0,3.0,4.0,12.0,5.0,6.0,,,4.0,20.0,29.0,9.0,4.0,29.0,9.0,3.0,55.0
173,173,2015-12-21,12.0,9.0,1.0,13.0,,8.0,,80.0,25.0,22.0,4.0,5.0,6.0,,28.0,27.0,15.0,10.0,24.0,,9.0,11.0,9.0,27.0,,10.0,8.0,2.0,16.0,9.0,10.0,5.0,11.0,8.0,8.0,5.0,4.0,,,6.0,20.0,21.0,7.0,6.0,15.0,7.0,10.0,41.0
174,174,2015-12-22,24.0,16.0,3.0,9.0,,8.0,,26.0,38.0,19.0,4.0,7.0,6.0,,43.0,13.0,14.0,4.0,80.0,,15.0,15.0,33.0,16.0,,8.0,39.0,3.0,16.0,5.0,8.0,5.0,9.0,7.0,15.0,79.0,4.0,,,3.0,15.0,27.0,6.0,3.0,20.0,6.0,6.0,55.0
175,175,2015-12-23,30.0,11.0,5.0,11.0,,14.0,,7.0,36.0,25.0,4.0,7.0,4.0,,34.0,7.0,17.0,7.0,17.0,,15.0,16.0,14.0,21.0,,8.0,10.0,2.0,7.0,3.0,5.0,3.0,11.0,8.0,6.0,46.0,4.0,,,5.0,36.0,18.0,9.0,21.0,29.0,6.0,4.0,40.0
176,176,2015-12-24,27.0,6.0,3.0,4.0,,13.0,,11.0,46.0,23.0,5.0,8.0,2.0,,44.0,18.0,18.0,10.0,18.0,,9.0,15.0,11.0,30.0,,11.0,7.0,0.0,13.0,4.0,2.0,6.0,8.0,4.0,7.0,13.0,1.0,,,10.0,14.0,18.0,1.0,3.0,31.0,4.0,4.0,43.0
177,177,2015-12-25,44.0,38.0,3.0,12.0,,14.0,,15.0,26.0,36.0,5.0,12.0,4.0,,46.0,24.0,14.0,8.0,12.0,,42.0,15.0,37.0,20.0,,9.0,15.0,2.0,17.0,7.0,12.0,3.0,8.0,3.0,11.0,14.0,5.0,,,8.0,38.0,17.0,6.0,4.0,14.0,6.0,11.0,47.0
178,178,2015-12-26,35.0,11.0,0.0,9.0,,13.0,,12.0,42.0,16.0,3.0,4.0,5.0,,53.0,14.0,68.0,7.0,18.0,,8.0,8.0,12.0,42.0,,10.0,5.0,3.0,5.0,8.0,3.0,5.0,6.0,12.0,20.0,8.0,5.0,,,12.0,45.0,22.0,6.0,5.0,67.0,5.0,3.0,54.0
179,179,2015-12-27,53.0,17.0,5.0,6.0,,7.0,,19.0,20.0,13.0,3.0,6.0,4.0,,24.0,13.0,19.0,10.0,7.0,,32.0,14.0,6.0,31.0,,8.0,11.0,5.0,88.0,5.0,6.0,3.0,3.0,6.0,10.0,3.0,3.0,,,7.0,62.0,29.0,6.0,15.0,31.0,17.0,7.0,34.0
180,180,2015-12-28,11.0,13.0,3.0,12.0,,14.0,,9.0,34.0,25.0,2.0,10.0,12.0,,96.0,42.0,144.0,9.0,14.0,,10.0,22.0,12.0,25.0,,11.0,39.0,2.0,20.0,8.0,3.0,3.0,7.0,6.0,15.0,5.0,5.0,,,11.0,28.0,30.0,13.0,2.0,14.0,7.0,5.0,36.0
181,181,2015-12-29,26.0,12.0,2.0,9.0,,10.0,,19.0,27.0,13.0,3.0,4.0,2.0,,34.0,13.0,10.0,8.0,25.0,,9.0,14.0,55.0,19.0,,12.0,8.0,1.0,7.0,5.0,26.0,24.0,7.0,4.0,9.0,7.0,3.0,,,7.0,331.0,19.0,30.0,13.0,10.0,7.0,5.0,40.0
182,182,2015-12-30,13.0,12.0,2.0,9.0,,16.0,,17.0,26.0,19.0,2.0,5.0,4.0,,29.0,41.0,14.0,14.0,17.0,,12.0,13.0,12.0,17.0,,14.0,17.0,1.0,18.0,7.0,8.0,4.0,15.0,5.0,14.0,3.0,1.0,,,13.0,25.0,26.0,2.0,5.0,13.0,8.0,4.0,35.0
183,183,2015-12-31,18.0,9.0,2.0,6.0,,14.0,,32.0,46.0,24.0,2.0,10.0,4.0,,38.0,19.0,26.0,9.0,14.0,,19.0,25.0,77.0,17.0,,8.0,8.0,4.0,20.0,7.0,26.0,1.0,7.0,5.0,9.0,16.0,3.0,,,6.0,63.0,35.0,2.0,3.0,27.0,3.0,4.0,34.0
184,184,2016-01-01,9.0,7.0,2.0,7.0,,10.0,,156.0,44.0,11.0,7.0,11.0,3.0,,194.0,31.0,33.0,8.0,27.0,,11.0,10.0,13.0,23.0,,8.0,27.0,6.0,24.0,8.0,9.0,0.0,6.0,3.0,10.0,37.0,3.0,,,6.0,165.0,35.0,6.0,2.0,16.0,7.0,3.0,49.0
185,185,2016-01-02,16.0,15.0,0.0,7.0,,9.0,,84.0,48.0,18.0,3.0,8.0,4.0,,130.0,16.0,18.0,7.0,23.0,,11.0,10.0,10.0,17.0,,12.0,52.0,2.0,12.0,3.0,8.0,1.0,10.0,4.0,6.0,13.0,6.0,,,9.0,60.0,20.0,10.0,12.0,20.0,4.0,2.0,82.0
186,186,2016-01-03,6.0,14.0,3.0,11.0,,8.0,,61.0,33.0,20.0,0.0,10.0,4.0,,32.0,18.0,18.0,7.0,11.0,,10.0,12.0,9.0,29.0,,7.0,59.0,3.0,17.0,7.0,9.0,4.0,5.0,7.0,11.0,7.0,0.0,,,6.0,106.0,22.0,5.0,1.0,19.0,2.0,8.0,37.0
187,187,2016-01-04,19.0,14.0,3.0,7.0,,14.0,,33.0,21.0,27.0,2.0,11.0,2.0,,99.0,15.0,43.0,15.0,196.0,,10.0,16.0,13.0,32.0,,13.0,13.0,2.0,8.0,4.0,26.0,2.0,20.0,4.0,50.0,28.0,3.0,,,5.0,33.0,25.0,3.0,6.0,39.0,9.0,4.0,45.0
188,188,2016-01-05,20.0,11.0,3.0,14.0,,5.0,,18.0,47.0,26.0,3.0,16.0,6.0,,74.0,13.0,52.0,15.0,13.0,,26.0,19.0,7.0,25.0,,7.0,11.0,1.0,13.0,6.0,11.0,10.0,15.0,6.0,49.0,9.0,6.0,,,6.0,82.0,32.0,2.0,3.0,23.0,5.0,4.0,40.0
189,189,2016-01-06,19.0,13.0,4.0,9.0,,10.0,,25.0,32.0,21.0,7.0,14.0,3.0,,39.0,12.0,64.0,10.0,17.0,,8.0,8.0,16.0,32.0,,10.0,30.0,1.0,17.0,6.0,5.0,4.0,13.0,15.0,9.0,12.0,3.0,,,2.0,162.0,28.0,3.0,6.0,26.0,4.0,11.0,43.0
190,190,2016-01-07,22.0,12.0,4.0,21.0,,11.0,,270.0,19.0,30.0,2.0,22.0,3.0,,46.0,12.0,54.0,12.0,11.0,,9.0,9.0,8.0,31.0,,11.0,10.0,3.0,14.0,2.0,17.0,3.0,6.0,4.0,17.0,10.0,5.0,,,20.0,71.0,22.0,10.0,6.0,41.0,7.0,9.0,48.0
191,191,2016-01-08,30.0,12.0,8.0,9.0,,22.0,,108.0,20.0,36.0,10.0,11.0,7.0,,40.0,24.0,43.0,15.0,14.0,,19.0,16.0,33.0,84.0,,11.0,15.0,3.0,17.0,10.0,23.0,8.0,7.0,14.0,8.0,16.0,2.0,,,7.0,103.0,25.0,10.0,3.0,23.0,9.0,4.0,35.0
192,192,2016-01-09,14.0,24.0,3.0,10.0,,13.0,,39.0,30.0,36.0,0.0,13.0,4.0,,43.0,33.0,33.0,9.0,38.0,,22.0,18.0,11.0,32.0,,16.0,19.0,3.0,10.0,4.0,38.0,3.0,5.0,20.0,26.0,21.0,4.0,,,19.0,130.0,37.0,10.0,1.0,57.0,11.0,7.0,57.0
193,193,2016-01-10,16.0,15.0,5.0,13.0,,9.0,,31.0,37.0,41.0,6.0,13.0,5.0,,43.0,33.0,22.0,9.0,3.0,,15.0,11.0,24.0,25.0,,15.0,20.0,3.0,16.0,9.0,14.0,8.0,13.0,3.0,19.0,16.0,6.0,,,10.0,127.0,32.0,11.0,7.0,70.0,5.0,4.0,68.0
194,194,2016-01-11,22.0,38.0,8.0,10.0,,10.0,,242.0,45.0,33.0,0.0,10.0,9.0,,55.0,40.0,126.0,3.0,34.0,,9.0,21.0,18.0,29.0,,26.0,20.0,3.0,8.0,12.0,5.0,5.0,0.0,17.0,8.0,12.0,180.0,,,18.0,212.0,38.0,12.0,18.0,28.0,9.0,9.0,36.0
195,195,2016-01-12,15.0,18.0,1.0,13.0,,12.0,,45.0,24.0,23.0,13.0,6.0,10.0,,88.0,20.0,49.0,8.0,13.0,,22.0,16.0,11.0,19.0,,9.0,95.0,2.0,24.0,3.0,8.0,0.0,4.0,5.0,19.0,14.0,9.0,,,8.0,31.0,33.0,3.0,5.0,63.0,6.0,7.0,62.0
196,196,2016-01-13,15.0,26.0,4.0,16.0,,15.0,,51.0,38.0,21.0,1.0,6.0,2.0,,64.0,33.0,180.0,8.0,11.0,,13.0,15.0,25.0,24.0,,10.0,67.0,3.0,6.0,7.0,9.0,8.0,14.0,2.0,15.0,13.0,15.0,,,9.0,93.0,39.0,11.0,8.0,29.0,8.0,8.0,52.0
197,197,2016-01-14,26.0,15.0,0.0,8.0,,14.0,,99.0,31.0,31.0,13.0,48.0,4.0,,86.0,17.0,31.0,12.0,17.0,,22.0,16.0,11.0,44.0,,11.0,41.0,2.0,8.0,10.0,13.0,5.0,12.0,9.0,9.0,15.0,10.0,,,20.0,64.0,34.0,17.0,12.0,63.0,10.0,4.0,42.0
198,198,2016-01-15,16.0,12.0,3.0,10.0,,11.0,,35.0,39.0,16.0,4.0,19.0,5.0,,120.0,15.0,27.0,7.0,16.0,,27.0,11.0,19.0,25.0,,13.0,26.0,2.0,17.0,6.0,6.0,5.0,8.0,4.0,23.0,11.0,1.0,,,18.0,45.0,29.0,8.0,9.0,29.0,13.0,3.0,46.0
199,199,2016-01-16,13.0,14.0,6.0,7.0,,9.0,,52.0,35.0,24.0,3.0,14.0,5.0,,34.0,21.0,26.0,6.0,7.0,,11.0,13.0,10.0,20.0,,10.0,63.0,3.0,14.0,5.0,10.0,6.0,10.0,5.0,21.0,23.0,11.0,,,8.0,49.0,30.0,6.0,3.0,31.0,8.0,4.0,80.0
200,200,2016-01-17,27.0,40.0,3.0,13.0,,12.0,,46.0,32.0,24.0,2.0,19.0,4.0,,38.0,21.0,7.0,8.0,36.0,,12.0,9.0,15.0,22.0,,12.0,50.0,3.0,34.0,13.0,11.0,2.0,13.0,9.0,14.0,16.0,10.0,,,10.0,83.0,46.0,7.0,8.0,130.0,9.0,16.0,53.0
201,201,2016-01-18,18.0,19.0,1.0,18.0,,6.0,,45.0,32.0,12.0,3.0,14.0,5.0,,42.0,20.0,45.0,16.0,13.0,,11.0,12.0,13.0,21.0,,16.0,22.0,5.0,9.0,9.0,6.0,6.0,4.0,9.0,17.0,7.0,26.0,,,7.0,84.0,39.0,9.0,4.0,31.0,10.0,4.0,61.0
202,202,2016-01-19,13.0,13.0,3.0,8.0,,18.0,,26.0,44.0,16.0,5.0,21.0,7.0,,41.0,10.0,17.0,13.0,8.0,,13.0,20.0,8.0,27.0,,4.0,109.0,1.0,23.0,14.0,66.0,35.0,11.0,3.0,8.0,10.0,4.0,,,4.0,30.0,52.0,7.0,8.0,22.0,3.0,3.0,54.0
203,203,2016-01-20,32.0,39.0,3.0,50.0,,11.0,,29.0,50.0,23.0,16.0,8.0,3.0,,43.0,8.0,94.0,17.0,11.0,,18.0,12.0,21.0,68.0,,44.0,8.0,3.0,20.0,6.0,48.0,1.0,4.0,8.0,26.0,14.0,4.0,,,17.0,79.0,12.0,10.0,2.0,42.0,9.0,7.0,52.0
204,204,2016-01-21,31.0,19.0,3.0,8.0,,20.0,,33.0,54.0,29.0,11.0,35.0,8.0,,49.0,21.0,51.0,2.0,17.0,,124.0,9.0,16.0,69.0,,28.0,16.0,2.0,11.0,13.0,55.0,6.0,10.0,7.0,27.0,47.0,5.0,,,10.0,77.0,35.0,8.0,4.0,22.0,7.0,10.0,74.0
